Unnamed: 0,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD
546,2024-01-23 18:00:00,13.3,28.0,12.0,0.37,10.0,1.0,1.0,26,83,238.0
547,2024-01-23 19:00:00,16.9,36.0,13.0,0.41,8.0,0.34,1.0,26,86,247.0
548,2024-01-23 20:00:00,17.1,37.0,7.0,0.52,13.0,0.34,1.0,26,86,344.0
549,2024-01-23 21:00:00,21.1,46.0,9.0,0.39,8.0,0.34,0.6,25,90,272.0
550,2024-01-23 22:00:00,15.2,34.0,10.0,0.32,3.0,0.34,0.6,25,93,295.0
551,2024-01-23 23:00:00,15.0,33.0,10.0,0.34,6.0,0.34,0.6,25,93,332.0
552,2024-01-24 00:00:00,13.1,30.0,3.0,0.39,8.0,0.34,0.6,25,95,327.0
553,2024-01-24 01:00:00,14.7,34.0,2.0,0.34,5.0,0.34,0.6,25,95,279.0
554,2024-01-24 02:00:00,12.4,28.0,3.0,0.32,4.0,0.34,0.6,25,94,275.0
555,2024-01-24 03:00:00,15.8,36.0,2.0,0.38,7.0,0.34,0.6,26,93,25.0
556,2024-01-24 04:00:00,16.7,38.0,1.0,0.51,7.11,0.34,0.6,25,95,287.0
557,2024-01-24 05:00:00,16.5,38.0,16.56,0.55,8.0,0.34,0.6,25,96,241.0
558,2024-01-24 06:00:00,13.5,31.0,1.0,0.73,8.0,1.0,0.6,24,95,328.0
559,2024-01-24 07:00:00,21.2,48.0,4.0,1.17,16.0,1.0,0.6,25,92,283.0
560,2024-01-24 08:00:00,24.7,55.0,8.0,0.57,14.0,0.34,0.6,27,83,149.0
561,2024-01-24 09:00:00,24.6,54.0,17.0,0.26,9.0,0.34,1.0,29,76,149.0
562,2024-01-24 10:00:00,24.8,53.0,19.0,0.22,6.0,0.34,1.0,29,76,141.0
563,2024-01-24 11:00:00,23.2,48.0,24.0,0.2,4.0,0.34,1.0,30,66,124.0
564,2024-01-24 12:00:00,17.0,34.0,23.0,0.21,5.0,0.34,1.0,30,68,123.0
565,2024-01-24 13:00:00,17.2,33.0,22.0,0.2,3.0,0.34,1.0,31,61,122.0
566,2024-01-24 14:00:00,13.3,25.0,19.0,0.22,6.0,0.34,1.0,31,60,135.0
567,2024-01-24 15:00:00,17.0,33.0,18.0,0.22,7.0,0.34,1.0,27,77,104.0
568,2024-01-24 16:00:00,30.0,67.0,9.0,0.43,18.0,0.34,1.0,26,85,55.0
569,2024-01-24 17:00:00,22.9,51.0,7.0,0.55,18.0,0.34,0.6,28,81,39.0
570,2024-01-24 18:00:00,15.4,34.0,4.0,0.52,17.0,0.34,0.6,27,85,3.0
571,2024-01-24 19:00:00,17.6,40.0,8.0,0.68,17.0,0.34,0.6,26,87,117.0
572,2024-01-24 20:00:00,18.1,42.0,6.0,0.53,16.0,0.34,0.6,26,88,103.0
573,2024-01-24 21:00:00,20.5,47.0,8.0,0.45,10.0,0.34,0.6,26,90,30.0
574,2024-01-24 22:00:00,21.3,48.0,11.0,0.44,10.0,0.34,0.6,26,87,84.0
575,2024-01-24 23:00:00,20.9,47.0,24.0,0.21,3.0,0.34,0.6,26,88,110.0
576,2024-01-25 00:00:00,21.6,50.0,10.0,0.22,4.0,0.34,0.6,25,94,331.0
577,2024-01-25 01:00:00,18.8,41.0,12.0,0.25,4.0,0.34,1.0,25,92,72.0
578,2024-01-25 02:00:00,15.7,33.0,23.0,0.38,1.0,0.34,1.0,25,89,139.0
579,2024-01-25 03:00:00,11.8,26.0,16.0,0.23,7.11,1.0,0.6,25,93,76.0
580,2024-01-25 04:00:00,13.4,29.0,16.56,0.22,4.0,1.0,0.6,24,92,55.0
581,2024-01-25 05:00:00,11.6,24.0,16.0,0.3,7.0,1.0,1.0,24,93,328.0
582,2024-01-25 06:00:00,10.9,22.0,17.0,0.27,8.0,1.0,0.6,24,94,194.0
583,2024-01-25 07:00:00,10.4,21.0,12.0,0.46,22.0,1.0,0.6,25,97,255.0
584,2024-01-25 08:00:00,10.9,23.0,12.0,0.49,22.0,0.34,0.6,25,97,325.0
585,2024-01-25 09:00:00,8.8,17.0,14.0,0.49,16.0,1.0,1.0,27,92,22.0
586,2024-01-25 10:00:00,13.1,25.0,29.0,0.25,4.0,0.34,1.0,29,75,84.0
587,2024-01-25 11:00:00,12.1,22.0,32.0,0.25,5.0,0.34,1.0,30,70,109.0
588,2024-01-25 12:00:00,13.5,26.0,31.0,0.25,6.0,0.34,1.0,29,76,105.0
589,2024-01-25 13:00:00,11.2,21.0,25.0,0.25,9.0,1.0,1.0,28,78,134.0
590,2024-01-25 14:00:00,14.9,29.0,24.0,0.26,9.0,1.0,1.0,29,74,128.0
591,2024-01-25 15:00:00,15.0,29.0,24.0,0.28,8.0,1.0,1.0,29,70,125.0
592,2024-01-25 16:00:00,15.7,32.0,23.0,0.32,10.0,1.0,1.0,28,74,106.0
593,2024-01-25 17:00:00,17.5,38.0,16.56,0.89,18.0,0.34,1.0,27,80,176.0
594,2024-01-25 18:00:00,19.1,42.0,12.0,0.41,14.0,1.0,0.6,26,88,273.0
595,2024-01-25 19:00:00,22.5,49.0,15.0,0.37,8.0,1.0,1.0,26,90,301.0
596,2024-01-25 20:00:00,20.3,45.0,13.0,0.35,7.0,1.0,0.6,25,91,260.0
597,2024-01-25 21:00:00,20.3,46.0,11.0,0.34,7.0,1.0,0.6,26,91,277.0
598,2024-01-25 22:00:00,17.7,40.0,5.0,0.4,9.0,0.34,0.6,26,92,292.0
599,2024-01-25 23:00:00,17.8,41.0,6.0,0.39,5.0,0.34,0.6,25,93,279.0
600,2024-01-26 00:00:00,16.5,37.0,12.0,0.39,4.0,0.34,0.6,25,91,171.0
601,2024-01-26 01:00:00,16.8,38.0,10.0,0.38,2.0,0.34,0.6,25,92,240.0
602,2024-01-26 02:00:00,19.9,45.0,7.0,0.29,7.11,1.0,0.6,25,94,238.0
603,2024-01-26 03:00:00,16.7,38.0,16.56,0.3,2.0,1.0,0.6,25,93,231.0
604,2024-01-26 04:00:00,16.8,38.0,8.0,0.31,3.0,1.0,0.6,25,93,248.0
605,2024-01-26 05:00:00,12.6,29.0,7.0,0.36,5.0,1.0,0.6,25,93,223.0
606,2024-01-26 06:00:00,14.9,34.0,4.0,0.58,10.0,0.34,0.6,25,93,259.0
607,2024-01-26 07:00:00,23.2,53.0,7.0,0.79,18.0,0.34,0.6,26,89,320.0
608,2024-01-26 08:00:00,18.6,42.0,14.0,0.69,18.0,0.34,0.6,27,80,49.0
609,2024-01-26 09:00:00,22.7,50.0,26.0,0.35,10.0,0.34,1.0,28,73,117.0
610,2024-01-26 10:00:00,22.3,48.0,30.0,0.29,10.0,0.34,1.0,29,73,121.0
611,2024-01-26 11:00:00,24.2,50.0,34.0,0.25,5.0,0.34,1.0,30,69,113.0
612,2024-01-26 12:00:00,20.7,42.0,37.0,0.24,4.0,0.34,1.0,31,64,121.0
613,2024-01-26 13:00:00,16.5,32.0,42.0,0.7,5.0,0.34,2.0,30,64,103.0
614,2024-01-26 14:00:00,17.9,36.0,31.0,0.27,7.0,0.34,1.0,30,65,103.0
615,2024-01-26 15:00:00,20.4,42.0,30.0,0.27,5.0,0.34,1.0,30,66,112.0
616,2024-01-26 16:00:00,22.2,47.0,26.0,0.29,7.0,0.34,1.0,30,65,100.0
617,2024-01-26 17:00:00,24.0,51.0,24.0,0.29,7.0,0.34,1.0,29,68,101.0
618,2024-01-26 18:00:00,22.8,50.0,21.0,0.38,11.0,0.34,1.0,28,73,89.0
619,2024-01-26 19:00:00,24.3,55.0,15.0,0.51,17.0,0.34,0.6,27,78,74.0
620,2024-01-26 20:00:00,23.7,54.0,13.0,0.58,16.0,0.34,0.6,26,83,81.0
621,2024-01-26 21:00:00,28.6,66.0,4.0,0.38,14.0,0.34,0.6,25,90,294.0
622,2024-01-26 22:00:00,28.9,67.0,1.0,0.72,14.0,0.34,0.6,25,91,255.0
623,2024-01-26 23:00:00,27.7,64.0,2.0,0.61,12.0,0.34,0.6,25,93,266.0
624,2024-01-27 00:00:00,27.6,63.0,4.0,0.38,7.0,0.34,0.6,24,93,230.0
625,2024-01-27 01:00:00,27.8,64.0,4.0,0.48,7.11,0.34,0.6,24,92,310.0
626,2024-01-27 02:00:00,25.8,59.0,16.56,0.62,14.0,0.34,0.6,24,92,318.0
627,2024-01-27 03:00:00,23.1,53.0,4.0,0.53,9.0,0.34,0.6,24,92,86.0
628,2024-01-27 04:00:00,20.5,47.0,2.0,0.65,12.0,0.34,0.6,24,94,351.0
629,2024-01-27 05:00:00,24.5,56.0,1.0,1.07,16.0,0.34,0.6,24,93,356.0
630,2024-01-27 06:00:00,22.9,51.0,4.0,0.79,12.0,0.34,0.6,24,91,356.0
631,2024-01-27 07:00:00,25.9,59.0,2.0,1.19,23.0,0.34,0.6,25,89,340.0
632,2024-01-27 08:00:00,28.6,63.0,10.0,0.88,21.0,0.34,1.0,28,77,8.0
633,2024-01-27 09:00:00,32.4,70.0,28.0,0.28,9.0,0.34,1.0,30,65,108.0
634,2024-01-27 10:00:00,23.0,46.0,36.0,0.23,4.0,0.34,2.0,31,58,102.0
635,2024-01-27 11:00:00,16.4,32.0,42.0,0.25,4.0,0.34,1.0,31,57,103.0
636,2024-01-27 12:00:00,15.6,29.0,47.0,0.26,5.0,0.34,2.0,32,58,95.0
637,2024-01-27 13:00:00,16.2,30.0,52.0,0.28,4.0,0.34,2.0,32,58,91.0
638,2024-01-27 14:00:00,20.3,41.0,56.0,0.29,4.0,0.34,1.0,31,57,103.0
639,2024-01-27 15:00:00,15.6,31.0,45.0,0.33,7.0,0.34,1.0,31,63,118.0
640,2024-01-27 16:00:00,21.9,46.0,46.0,0.32,5.0,0.34,1.0,30,64,123.0
641,2024-01-27 17:00:00,26.0,56.0,35.0,0.32,6.0,0.34,1.0,29,67,123.0
642,2024-01-27 18:00:00,29.4,66.0,27.0,0.36,9.0,0.34,1.0,28,73,127.0
643,2024-01-27 19:00:00,25.8,58.0,23.0,0.41,12.0,0.34,0.6,27,76,139.0
644,2024-01-27 20:00:00,27.8,62.0,24.0,0.34,10.0,0.34,1.0,27,79,136.0
645,2024-01-27 21:00:00,25.7,57.0,21.0,0.32,10.0,0.34,1.0,26,80,145.0
646,2024-01-27 22:00:00,26.4,60.0,12.0,0.31,8.0,0.34,0.6,25,87,245.0
647,2024-01-27 23:00:00,26.0,60.0,10.0,0.38,5.0,0.34,0.6,24,91,262.0
648,2024-01-28 00:00:00,25.3,58.0,8.0,0.39,7.11,0.34,0.6,24,92,257.0
649,2024-01-28 01:00:00,24.9,57.0,16.56,0.34,3.0,0.34,0.6,24,92,254.0
650,2024-01-28 02:00:00,20.4,47.0,8.0,0.32,3.0,0.34,0.6,24,92,263.0
651,2024-01-28 03:00:00,21.3,49.0,8.0,0.29,4.0,0.34,0.6,24,92,307.0
652,2024-01-28 04:00:00,18.1,42.0,7.0,0.31,4.0,0.34,0.6,24,91,292.0
653,2024-01-28 05:00:00,17.7,41.0,3.0,0.47,10.0,0.34,0.6,24,92,357.0
654,2024-01-28 06:00:00,20.9,47.0,16.56,0.66,12.0,0.34,0.6,24,93,359.0
655,2024-01-28 07:00:00,17.5,40.0,4.0,0.84,19.0,0.34,0.6,25,87,347.0
656,2024-01-28 08:00:00,21.5,48.0,22.0,0.5,12.0,0.34,0.6,29,72,103.0
657,2024-01-28 09:00:00,23.2,48.0,33.0,0.21,5.0,0.34,1.0,30,64,97.0
658,2024-01-28 10:00:00,22.5,46.0,33.0,0.18,4.0,0.34,1.0,31,61,108.0
659,2024-01-28 11:00:00,23.4,47.0,35.0,0.19,4.0,0.34,2.0,32,56,123.0
660,2024-01-28 12:00:00,17.8,35.0,37.0,0.2,4.0,0.34,1.0,32,56,121.0
661,2024-01-28 13:00:00,19.16,42.18,36.0,0.2,4.0,0.34,2.0,32,55,127.0
662,2024-01-28 14:00:00,19.16,42.18,37.0,0.19,4.0,0.34,1.0,32,56,118.0
663,2024-01-28 15:00:00,19.16,42.18,35.0,0.2,3.0,0.34,1.0,31,59,125.0
664,2024-01-28 16:00:00,15.7,30.0,38.0,0.22,4.0,0.34,1.0,31,58,120.0
665,2024-01-28 17:00:00,15.5,31.0,36.0,0.24,5.0,0.34,1.0,30,63,131.0
666,2024-01-28 18:00:00,20.0,43.0,31.0,0.3,8.0,0.34,1.0,28,70,122.0
667,2024-01-28 19:00:00,21.1,47.0,26.0,0.34,10.0,0.34,0.6,27,74,113.0
668,2024-01-28 20:00:00,25.2,57.0,24.0,0.33,10.0,0.34,0.6,27,77,93.0
669,2024-01-28 21:00:00,25.8,59.0,24.0,0.27,9.0,0.34,0.6,27,78,131.0
670,2024-01-28 22:00:00,21.4,49.0,11.0,0.38,9.0,0.34,0.6,25,86,267.0
671,2024-01-28 23:00:00,20.4,47.0,10.0,0.32,7.11,0.34,0.6,24,89,252.0
672,2024-01-29 00:00:00,17.0,39.0,16.56,0.35,5.0,0.34,0.6,24,90,331.0
673,2024-01-29 01:00:00,18.0,41.0,2.0,0.48,12.0,0.34,0.6,24,90,343.0
674,2024-01-29 02:00:00,18.1,41.0,2.0,0.53,12.0,0.34,0.6,24,90,3.0
675,2024-01-29 03:00:00,21.4,49.0,2.0,0.61,10.0,0.34,0.6,24,92,346.0
676,2024-01-29 04:00:00,22.2,51.0,1.0,0.56,9.0,0.34,0.6,23,93,266.0
677,2024-01-29 05:00:00,26.0,60.0,1.0,0.64,8.0,0.34,0.6,23,93,282.0
678,2024-01-29 06:00:00,23.2,53.0,1.0,0.8,13.0,0.34,0.6,23,93,322.0
679,2024-01-29 07:00:00,25.1,58.0,2.0,1.0,22.0,0.34,0.6,24,88,284.0
680,2024-01-29 08:00:00,29.0,66.0,22.0,0.49,14.0,0.34,0.6,28,72,50.0
681,2024-01-29 09:00:00,31.2,67.0,34.0,0.23,5.0,0.34,1.0,30,64,85.0
682,2024-01-29 10:00:00,21.7,43.0,16.56,0.19,3.0,0.34,2.0,30,63,133.0
683,2024-01-29 11:00:00,16.3,40.0,41.0,0.38,3.0,0.34,2.0,31,56,103.0
684,2024-01-29 12:00:00,16.5,30.0,39.0,0.38,7.11,0.34,2.0,32,55,111.0
685,2024-01-29 13:00:00,17.9,34.0,40.0,0.17,3.0,0.34,2.0,33,51,112.0
686,2024-01-29 14:00:00,13.5,31.0,40.0,0.19,4.0,0.34,2.0,32,52,113.0
687,2024-01-29 15:00:00,10.1,23.0,37.0,0.21,6.0,0.34,1.0,32,55,102.0
688,2024-01-29 16:00:00,10.0,23.0,32.0,0.27,10.0,0.34,1.0,30,61,108.0
689,2024-01-29 17:00:00,11.7,24.0,32.0,0.27,9.0,0.34,1.0,30,62,112.0
690,2024-01-29 18:00:00,11.6,25.0,28.0,0.31,10.0,0.34,1.0,28,68,124.0
691,2024-01-29 19:00:00,11.2,30.0,20.0,0.38,14.0,0.34,0.6,27,74,122.0
692,2024-01-29 20:00:00,11.8,64.0,17.0,0.41,13.0,0.34,0.6,26,78,63.0
693,2024-01-29 21:00:00,14.8,63.0,13.0,0.38,8.0,0.34,0.6,25,84,44.0
694,2024-01-29 22:00:00,22.9,57.0,6.0,0.5,7.11,0.34,0.6,25,88,303.0
695,2024-01-29 23:00:00,31.7,60.0,16.56,0.55,10.0,0.34,0.6,25,87,329.0
696,2024-01-30 00:00:00,33.1,65.0,3.0,0.58,8.0,0.34,0.6,24,90,253.0
697,2024-01-30 01:00:00,36.7,71.0,3.0,0.55,6.0,0.34,0.6,24,92,291.0
698,2024-01-30 02:00:00,34.9,63.0,4.0,0.53,5.0,0.34,0.6,24,92,227.0
699,2024-01-30 03:00:00,30.2,65.0,7.0,0.43,4.0,0.34,0.6,24,91,220.0
700,2024-01-30 04:00:00,26.8,57.0,13.0,0.3,3.0,0.34,0.6,24,89,249.0
701,2024-01-30 05:00:00,27.2,50.0,9.0,0.39,5.0,0.34,0.6,24,91,254.0
702,2024-01-30 06:00:00,29.7,50.0,5.0,0.54,10.0,0.34,0.6,24,91,258.0
703,2024-01-30 07:00:00,25.0,48.0,7.0,0.57,14.0,0.34,0.6,25,88,255.0
704,2024-01-30 08:00:00,30.7,57.0,29.0,0.32,8.0,0.34,0.6,28,75,225.0
705,2024-01-30 09:00:00,35.7,68.0,35.0,0.24,6.0,0.34,1.0,30,65,117.0
706,2024-01-30 10:00:00,27.1,49.0,37.0,0.21,3.0,0.34,1.0,31,59,108.0
707,2024-01-30 11:00:00,25.5,45.0,41.0,0.21,3.0,0.34,1.0,32,55,123.0
708,2024-01-30 12:00:00,26.9,48.0,44.0,0.2,3.0,0.34,1.0,32,51,128.0
709,2024-01-30 13:00:00,23.5,47.0,42.0,0.21,3.0,0.34,1.0,32,52,104.0
710,2024-01-30 14:00:00,18.6,36.0,39.0,0.2,4.0,0.34,1.0,33,51,101.0
711,2024-01-30 15:00:00,19.0,44.0,34.0,0.2,5.0,0.34,2.0,33,50,134.0
712,2024-01-30 16:00:00,16.8,41.0,34.0,0.38,10.0,0.34,1.0,32,52,111.0
713,2024-01-30 17:00:00,16.7,42.0,29.0,0.3,8.0,0.34,1.0,31,58,116.0
714,2024-01-30 18:00:00,22.2,55.0,22.0,0.36,10.0,0.34,1.0,29,65,109.0
715,2024-01-30 19:00:00,23.9,60.0,20.0,0.37,10.0,0.34,0.6,28,70,129.0
716,2024-01-30 20:00:00,20.5,53.0,14.0,0.38,11.0,0.34,0.6,27,77,128.0
717,2024-01-30 21:00:00,20.3,53.0,6.0,0.49,7.11,0.34,0.6,25,86,242.0
718,2024-01-30 22:00:00,26.4,50.0,16.56,0.56,10.0,0.34,0.6,25,88,254.0
719,2024-01-30 23:00:00,29.9,60.0,5.0,0.52,9.0,0.34,0.6,25,87,245.0
720,2024-01-31 00:00:00,30.8,71.0,5.0,0.47,7.0,0.34,0.6,24,89,257.0
721,2024-01-31 01:00:00,34.4,73.0,7.0,0.4,5.0,0.34,0.6,24,90,245.0
722,2024-01-31 02:00:00,32.9,70.0,6.0,0.38,4.0,0.34,0.6,24,91,254.0
723,2024-01-31 03:00:00,28.9,57.0,8.0,0.29,4.0,0.34,0.6,23,91,236.0
724,2024-01-31 04:00:00,27.3,55.0,5.0,0.33,4.0,0.34,0.6,23,92,249.0
725,2024-01-31 05:00:00,25.1,50.0,4.0,0.38,5.0,0.34,0.6,23,92,207.0
726,2024-01-31 06:00:00,18.6,37.0,3.0,0.47,7.0,0.34,0.6,23,92,272.0
727,2024-01-31 07:00:00,21.2,42.0,3.0,0.7,15.0,0.34,0.6,24,89,276.0
728,2024-01-31 08:00:00,29.4,60.0,18.0,0.43,10.0,0.34,0.6,27,77,271.0
729,2024-01-31 09:00:00,24.3,62.0,31.0,0.27,6.0,0.34,1.0,30,65,87.0
730,2024-01-31 10:00:00,20.4,44.0,34.0,0.21,3.0,0.34,1.0,30,61,113.0
731,2024-01-31 11:00:00,20.7,43.0,39.0,0.21,3.0,0.34,1.0,32,56,86.0
732,2024-01-31 12:00:00,20.3,42.0,40.0,0.2,3.0,0.34,1.0,32,54,95.0
733,2024-01-31 13:00:00,17.9,36.0,39.0,0.19,3.0,0.34,1.0,33,52,112.0
734,2024-01-31 14:00:00,14.2,28.0,36.0,0.19,2.0,0.34,1.0,32,53,99.0
735,2024-01-31 15:00:00,11.4,25.0,31.0,0.21,4.0,0.34,1.0,32,54,107.0
736,2024-01-31 16:00:00,8.6,19.0,25.0,0.23,9.0,0.34,1.0,32,55,104.0
737,2024-01-31 17:00:00,6.9,23.0,28.0,0.24,6.0,0.34,1.0,31,59,94.0
738,2024-01-31 18:00:00,5.4,26.0,23.0,0.32,10.0,0.34,1.0,29,67,132.0
739,2024-01-31 19:00:00,4.1,22.0,20.0,0.38,11.0,0.34,0.6,28,71,125.0
740,2024-01-31 20:00:00,6.9,30.0,17.0,0.32,7.11,0.34,0.6,27,75,140.0
741,2024-01-31 21:00:00,12.4,35.0,16.56,0.5,11.0,0.34,0.6,25,85,274.0
742,2024-01-31 22:00:00,17.5,44.0,1.0,0.72,13.0,0.34,0.6,25,87,257.0
743,2024-01-31 23:00:00,28.8,56.0,1.0,0.63,12.0,0.34,0.6,25,88,258.0
744,2024-02-01 00:00:00,30.4,51.0,4.0,0.57,7.0,0.34,0.6,24,89,261.0
745,2024-02-01 01:00:00,33.4,60.0,5.0,0.47,5.0,0.34,0.6,24,90,249.0
746,2024-02-01 02:00:00,30.6,52.0,5.0,0.41,4.0,0.34,0.6,23,91,245.0
747,2024-02-01 03:00:00,28.7,48.0,3.0,0.36,4.0,0.34,0.6,23,92,234.0
748,2024-02-01 04:00:00,29.3,49.0,5.0,0.29,3.0,0.34,0.6,23,92,262.0
749,2024-02-01 05:00:00,22.4,37.0,5.0,0.29,4.0,0.34,0.6,23,91,246.0
750,2024-02-01 06:00:00,16.1,35.0,4.0,0.41,6.0,0.34,0.6,23,91,243.0
751,2024-02-01 07:00:00,12.3,35.0,1.0,0.86,15.0,0.34,0.6,24,89,310.0
752,2024-02-01 08:00:00,9.6,39.0,7.0,0.76,17.0,0.34,0.6,26,81,325.0
753,2024-02-01 09:00:00,22.6,54.0,24.0,0.33,8.0,0.34,0.6,29,71,280.0
754,2024-02-01 10:00:00,22.1,53.0,31.0,0.25,5.0,0.34,1.0,31,62,65.0
755,2024-02-01 11:00:00,25.9,61.0,34.0,0.22,3.0,0.34,1.0,32,56,106.0
756,2024-02-01 12:00:00,22.1,43.0,39.0,0.22,3.0,0.34,1.0,32,54,112.0
757,2024-02-01 13:00:00,20.6,36.0,41.0,0.21,4.0,0.34,1.0,33,50,105.0
758,2024-02-01 14:00:00,17.5,31.0,43.0,0.22,3.0,0.34,1.0,34,49,147.0
759,2024-02-01 15:00:00,13.8,28.0,48.0,0.27,7.0,0.34,1.0,34,47,118.0
760,2024-02-01 16:00:00,11.2,30.0,35.0,0.28,8.0,0.34,1.0,33,50,129.0
761,2024-02-01 17:00:00,10.7,22.0,27.0,0.27,8.0,0.34,1.0,32,52,126.0
762,2024-02-01 18:00:00,9.8,21.0,17.0,0.38,10.0,0.34,1.0,29,62,99.0
763,2024-02-01 19:00:00,12.8,24.0,15.0,0.32,7.11,0.34,0.6,28,70,126.0
764,2024-02-01 20:00:00,15.3,25.0,16.56,0.29,9.0,0.34,0.6,27,73,161.0
765,2024-02-01 21:00:00,15.0,40.0,5.0,0.9,12.0,0.34,0.6,25,84,252.0
766,2024-02-01 22:00:00,30.6,52.0,3.0,0.71,8.0,0.34,0.6,25,87,253.0
767,2024-02-01 23:00:00,35.4,59.0,4.0,0.57,8.0,0.34,0.6,24,87,280.0
768,2024-02-02 00:00:00,33.0,61.0,3.0,0.56,8.0,0.34,0.6,24,88,288.0
769,2024-02-02 01:00:00,30.3,59.0,4.0,0.47,5.0,0.34,0.6,23,90,247.0
770,2024-02-02 02:00:00,34.6,54.0,4.0,0.5,4.0,0.34,0.6,23,91,270.0
771,2024-02-02 03:00:00,30.8,45.0,4.0,0.32,3.0,0.34,0.6,23,91,242.0
772,2024-02-02 04:00:00,28.2,49.0,9.0,0.41,3.0,0.34,0.6,23,88,271.0
773,2024-02-02 05:00:00,20.5,42.0,8.0,0.44,6.0,0.34,0.6,23,87,315.0
774,2024-02-02 06:00:00,15.4,37.0,1.0,0.72,9.0,0.34,0.6,22,91,336.0
775,2024-02-02 07:00:00,17.6,44.0,2.0,1.05,13.0,0.34,0.6,23,88,265.0
776,2024-02-02 08:00:00,29.9,50.0,9.0,0.56,10.0,0.34,1.0,27,79,268.0
777,2024-02-02 09:00:00,30.8,62.0,22.0,0.24,5.0,0.34,1.0,30,64,67.0
778,2024-02-02 10:00:00,25.3,51.0,25.0,0.2,3.0,0.34,1.0,31,58,111.0
779,2024-02-02 11:00:00,21.2,42.0,23.0,0.18,3.0,0.34,1.0,32,54,75.0
780,2024-02-02 12:00:00,16.1,32.0,25.0,0.18,2.0,0.34,1.0,33,51,94.0
781,2024-02-02 13:00:00,14.9,28.0,25.0,0.18,2.0,0.34,1.0,34,51,90.0
782,2024-02-02 14:00:00,11.8,25.0,22.0,0.18,3.0,0.34,1.0,34,53,79.0
783,2024-02-02 15:00:00,12.1,24.0,19.0,0.21,5.0,0.34,1.0,33,53,116.0
784,2024-02-02 16:00:00,8.8,22.0,18.0,0.24,6.0,0.34,1.0,33,54,103.0
785,2024-02-02 17:00:00,11.0,24.0,17.0,0.38,7.0,0.34,1.0,31,59,94.0
786,2024-02-02 18:00:00,9.4,18.0,15.0,0.31,7.11,0.34,1.0,29,67,89.0
787,2024-02-02 19:00:00,8.1,17.0,16.56,0.29,9.0,0.34,1.0,28,72,121.0
788,2024-02-02 20:00:00,9.8,25.0,12.0,0.28,9.0,0.34,0.6,27,73,137.0
789,2024-02-02 21:00:00,8.3,29.0,7.0,0.86,9.0,0.34,0.6,26,82,258.0
